COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_MF	p_M	N_MF	N_M
Ribonuclease G or E (CafA) (PDB:1SLJ)	0	1	1	NA	COG1530	GC_00001050	1	1	1	1
CBS domain (CBS) (PDB:1B3O)	0	1	1	NA	COG0517	GC_00000296	1	1	1	1
DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	0	1	1	NA	COG0745	GC_00000044, GC_00000092, GC_00000264, GC_00000426, GC_00000454, GC_00001098, GC_00001551, GC_00002197, GC_00002398, GC_00002752, GC_00003160, GC_00003165, GC_00003364, GC_00003483	1	1	1	1
N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase (MurQ) (PDB:4S12) (PUBMED:10095793)	0	1	1	NA	COG2103	GC_00000905	1	1	1	1
Replication-associated recombination protein RarA (DNA-dependent ATPase) (RarA) (PDB:3PVS)	0	1	1	NA	COG2256	GC_00002102	1	1	1	1
Sarcosine oxidase gamma subunit (SoxG)	0	1	1	NA	COG4583	GC_00001365	1	1	1	1
Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40)!!!Gluconate kinase (GntK) (PDB:1KO4)	0	1	1	NA	COG1472!!!COG3265	GC_00000161, GC_00004175	1	1	1	1
Thymidine phosphorylase (DeoA) (PDB:1AZY)	0	1	1	NA	COG0213	GC_00001005	1	1	1	1
Endolytic transglycosylase MltG, terminates peptidoglycan polymerization (MltG) (PDB:2R1F) (PUBMED:26507882)	0	1	1	NA	COG1559	GC_00002027	1	1	1	1
DNA-binding transcriptional regulator, IclR family (IclR) (PDB:1MKM)	0	1	1	NA	COG1414	GC_00000498, GC_00000512, GC_00001014, GC_00001104, GC_00001305, GC_00001464, GC_00001525, GC_00001648, GC_00001798, GC_00001928, GC_00002155, GC_00002401, GC_00002847, GC_00003333, GC_00003384, GC_00003586, GC_00003641, GC_00004145	1	1	1	1
Uncharacterized conserved protein, DUF1737 domain (PDB:2NNR)	0	1	1	NA	COG5515	GC_00000694	1	1	1	1
Uroporphyrinogen-III methylase (siroheme synthase) (CysG) (PDB:1PJQ)!!!Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain) (CysG2) (PDB:1PJQ)	0	1	1	NA	COG0007!!!COG1648	GC_00003385	1	1	1	1
O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain (YmdB) (PDB:1HJZ)	0	1	1	NA	COG2110	GC_00001347	1	1	1	1
Preprotein translocase subunit SecY (SecY) (PDB:1RH5)	0	1	1	NA	COG0201	GC_00001477	1	1	1	1
Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)	0	1	1	NA	COG0599	GC_00000152, GC_00001178	1	1	1	1
Monomeric isocitrate dehydrogenase (IcdM) (PDB:1ITW)	0	1	1	NA	COG2838	GC_00002779	1	1	1	1
Protein tyrosine/serine phosphatase Oca4 (Oca4) (PDB:1XRI)	0	1	1	NA	COG2365	GC_00001412, GC_00002032	1	1	1	1
Streptomycin 6-kinase (StrB)	0	1	1	NA	COG3570	GC_00001377	1	1	1	1
Glycosidase/amylase (phosphorylase) (AmyA) (PDB:2P67) (PUBMED:29684280)	0	1	1	NA	COG0366	GC_00000684, GC_00001080, GC_00001777, GC_00002469, GC_00002734	1	1	1	1
Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)	0	1	1	NA	COG2050	GC_00000712, GC_00003560	1	1	1	1
Transposase and inactivated derivatives, IS30 family (Tra8)	0	1	1	NA	COG2826	GC_00000159, GC_00000173	1	1	1	1
Ribosome-associated translation inhibitor RaiA (RaiA) (PDB:1IMU)	0	1	1	NA	COG1544	GC_00000229	1	1	1	1
Flagellar hook-associated protein FlgK (FlgK) (PDB:2D4Y)	0	1	1	NA	COG1256	GC_00000321	1	1	1	1
Adenylosuccinate synthase (PurA) (PDB:1ADE)	0	1	1	NA	COG0104	GC_00001729	1	1	1	1
UDP-glucose 6-dehydrogenase (Ugd) (PDB:1DLI)	0	1	1	NA	COG1004	GC_00000135	1	1	1	1
CTP:molybdopterin cytidylyltransferase MocA (MocA) (PDB:2WAW)	0	1	1	NA	COG2068	GC_00000720	1	1	1	1
Phosphotransferase system, mannitol-specific IIBC component (MtlA) (PDB:1VRV)!!!Mannitol/fructose-specific phosphotransferase system, IIA domain (MtlA2) (PDB:1A3A)	0	1	1	NA	COG2213!!!COG4668	GC_00002084	1	1	1	1
Bacillithiol/mycothiol S-transferase BstA/DinB, DinB/YfiT family (unrelated to E. coli DinB) (DinB) (PDB:2QE9) (PUBMED:22059487;24821014)	0	1	1	NA	COG2318	GC_00001668, GC_00002489, GC_00002490	1	1	1	1
Phosphoribosylformylglycinamidine (FGAM) synthase, PurS subunit (PurS) (PDB:1GTD)	0	1	1	NA	COG1828	GC_00001742	1	1	1	1
Uncharacterized protein CoxE, contains von Willebrand factor type A (vWA) domain (CoxE)	0	1	1	NA	COG3552	GC_00003100, GC_00003354	1	1	1	1
DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)	0	1	1	NA	COG1846	GC_00000063, GC_00000113, GC_00000147, GC_00000234, GC_00000532, GC_00000539, GC_00000557, GC_00000582, GC_00001216, GC_00001270, GC_00001274, GC_00001301, GC_00001304, GC_00001338, GC_00001489, GC_00001494, GC_00002052, GC_00002200, GC_00002416, GC_00002427, GC_00002577, GC_00002587, GC_00002616, GC_00003024, GC_00003943	1	1	1	1
Pilus assembly protein, ATPase of CpaF family (CpaF)	0	1	1	NA	COG4962	GC_00000074, GC_00002591, GC_00002860	1	1	1	1
Cysteine synthase (CysK) (PDB:1FCJ)!!!Predicted transcriptional regulator, contains an XRE-type HTH domain (archaeal members contain CBS pair) (AF2118)	0	1	1	NA	COG0031!!!COG3620	GC_00003486	1	1	1	1
Sirohydrochlorin ferrochelatase (SirB) (PDB:1TJN)	0	1	1	NA	COG2138	GC_00001701	1	1	1	1
Aspartate 1-decarboxylase (PanD) (PDB:1AW8)	0	1	1	NA	COG0853	GC_00002852	1	1	1	1
Predicted branched-chain amino acid permease (azaleucine resistance) (AzlC)	0	1	1	NA	COG1296	GC_00001901	1	1	1	1
6-pyruvoyl-tetrahydropterin synthase (QueD) (PDB:1B66) (PUBMED:14660578;17384645)	0	1	1	NA	COG0720	GC_00000283	1	1	1	1
tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)	0	1	1	NA	COG0617	GC_00000897	1	1	1	1
YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)	0	1	1	NA	COG2350	GC_00000298, GC_00000387, GC_00000468	1	1	1	1
Uncharacterized membrane protein YjgN, DUF898 family (YjgN)	0	1	1	NA	COG4269	GC_00002726	1	1	1	1
Ribosomal protein L31 (RpmE) (PDB:1VS6)	0	1	1	NA	COG0254	GC_00000455	1	1	1	1
3-keto-L-gulonate-6-phosphate decarboxylase (UlaD) (PDB:3F4W)	0	1	1	NA	COG0269	GC_00002380	1	1	1	1
Cytochrome c biogenesis protein ResB (ResB)	0	1	1	NA	COG1333	GC_00001432	1	1	1	1
Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family (RdgB) (PDB:1B78)	0	1	1	NA	COG0127	GC_00001042	1	1	1	1
Predicted glycosyl hydrolase, GH43/DUF377 family (PDB:1VKD)	0	1	1	NA	COG2152	GC_00002454, GC_00002708	1	1	1	1
DNA uptake channel protein ComEC, N-terminal domain (ComEC)	0	1	1	NA	COG0658	GC_00002215	1	1	1	1
Multisubunit Na+/H+ antiporter, MnhB subunit (MnhB)	0	1	1	NA	COG2111	GC_00001119	1	1	1	1
Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	0	1	1	NA	COG0607	GC_00000379, GC_00000989, GC_00002639, GC_00002822, GC_00003398	1	1	1	1
Plastocyanin (PetE) (PDB:3BQV)	0	1	1	NA	COG3794	GC_00002070	1	1	1	1
Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4)	0	1	1	NA	COG0129	GC_00001144	1	1	1	1
Zn-dependent oligopeptidase, M3 family (Dcp) (PDB:5L43) (PUBMED:25239919;31422053)	0	1	1	NA	COG0339	GC_00002514	1	1	1	1
DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain (ARO8) (PDB:2R2N)	0	1	1	NA	COG1167	GC_00000164, GC_00001780, GC_00002659	1	1	1	1
tRNA A-37 threonylcarbamoyl transferase component Bud32 (Bud32) (PDB:2VWB)	0	1	1	NA	COG3642	GC_00002867	1	1	1	1
Archaeal/vacuolar-type H+-ATPase catalytic subunit A/Vma1 (NtpA) (PDB:3J9T)	0	1	1	NA	COG1155	GC_00003402	1	1	1	1
UDP-N-acetylenolpyruvoylglucosamine reductase (MurB) (PDB:2MBR)	0	1	1	NA	COG0812	GC_00002133	1	1	1	1
Aspartate/methionine/tyrosine aminotransferase (AspB) (PDB:2O0R)	0	1	1	NA	COG0436	GC_00000087, GC_00000301, GC_00000874, GC_00001645, GC_00002662, GC_00002720, GC_00003572	1	1	1	1
Enolase (Eno) (PDB:1E9I)	0	1	1	NA	COG0148	GC_00001541	1	1	1	1
DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase) (AdaB) (PDB:6RLA) (PUBMED:29061663)	0	1	1	NA	COG0350	GC_00001740, GC_00002977, GC_00004108	1	1	1	1
Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase (PyrR) (PDB:1A3C)	0	1	1	NA	COG2065	GC_00000888	1	1	1	1
Fructose/tagatose bisphosphate aldolase (Fba) (PDB:1B57)	0	1	1	NA	COG0191	GC_00002019, GC_00003071	1	1	1	1
Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR)!!!RecB family exonuclease (Slr0479)	0	1	1	NA	COG0210!!!COG2887	GC_00003500	1	1	1	1
Cytochrome c biogenesis protein CcdA (CcdA) (PDB:5VKV)	0	1	1	NA	COG0785	GC_00000470, GC_00002787	1	1	1	1
4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC (ThiC) (PDB:3EPN) (PUBMED:15326535)	0	1	1	NA	COG0422	GC_00001190	1	1	1	1
Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase (GlmU) (PDB:3FWW)	0	1	1	NA	COG1207	GC_00003303	1	1	1	1
DNA-binding transcriptional regulator GbsR, MarR family (GbsR) (PDB:1KU9)	0	1	1	NA	COG1510	GC_00003017	1	1	1	1
Delta-aminolevulinic acid dehydratase, porphobilinogen synthase (HemB) (PDB:1I8J)	0	1	1	NA	COG0113	GC_00002656	1	1	1	1
Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase (Acs) (PDB:4B2O) (PUBMED:14638756)	0	1	1	NA	COG0365	GC_00000126, GC_00002792, GC_00003785	1	1	1	1
ABC-type xylose transport system, permease component (XylH)	0	1	1	NA	COG4214	GC_00001328, GC_00002693	1	1	1	1
Tryptophan-rich sensory protein TspO/CrtK (mitochondrial benzodiazepine receptor homolog) (TspO) (PDB:2MGY)	0	1	1	NA	COG3476	GC_00003355	1	1	1	1
Dihydroorotate dehydrogenase (PyrD) (PDB:1GT8)	0	1	1	NA	COG0167	GC_00000320	1	1	1	1
Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)	0	1	1	NA	COG3324	GC_00000299, GC_00000660, GC_00001114, GC_00001640, GC_00002502, GC_00002511, GC_00002680, GC_00003665	1	1	1	1
c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily (AtaC) (PDB:1EI6) (PUBMED:32188788)	0	1	1	NA	COG1524	GC_00000334, GC_00001410	1	1	1	1
Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)	0	1	1	NA	COG0520	GC_00001415, GC_00003580	1	1	1	1
Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)	0	1	1	NA	COG4977	GC_00000445	1	1	1	1
Dihydrofolate reductase (FolA) (PDB:1DDR)	0	1	1	NA	COG0262	GC_00000297, GC_00002191, GC_00002332, GC_00002731, GC_00003098, GC_00003528, GC_00003545	1	1	1	1
Putative translation regulator, IMPACT (imprinted ancient) protein family (YIH1) (PDB:1VI7) (PUBMED:15126500)	0	1	1	NA	COG1739	GC_00000605	1	1	1	1
Cysteine synthase (CysK) (PDB:1FCJ)	0	1	1	NA	COG0031	GC_00000740, GC_00001650	1	1	1	1
Glucose-6-phosphate 1-dehydrogenase (Zwf) (PDB:5B7W) (PUBMED:18950999)	0	1	1	NA	COG0364	GC_00000719, GC_00000804	1	1	1	1
Urease accessory protein UreH (UreH) (PDB:3SF5)	0	1	1	NA	COG0829	GC_00001043	1	1	1	1
Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)	0	1	1	NA	COG0265	GC_00000912, GC_00001835, GC_00002072, GC_00002738	1	1	1	1
Flagellar biosynthesis protein FliQ (FliQ) (PDB:6F2D)	0	1	1	NA	COG1987	GC_00000812	1	1	1	1
Gamma-glutamyl phosphate reductase (ProA) (PDB:4GHK)	0	1	1	NA	COG0014	GC_00002449	1	1	1	1
Threonine/homoserine/homoserine lactone efflux protein (RhtB)	0	1	1	NA	COG1280	GC_00002333, GC_00002603, GC_00003199, GC_00003260	1	1	1	1
BadF-type ATPase, related to human N-acetylglucosamine kinase (BadF) (PUBMED:17954692;12761179;12761179)	0	1	1	NA	COG2971	GC_00000081	1	1	1	1
Ribosomal protein L1 (RplA) (PDB:3J65)	0	1	1	NA	COG0081	GC_00000926	1	1	1	1
Predicted ATP-dependent carboligase, ATP-grasp superfamily (PDB:3GAA)	0	1	1	NA	COG1938	GC_00000553, GC_00000775	1	1	1	1
1,4-Dihydroxy-2-naphthoyl-CoA synthase (MenB) (PDB:4ELS)	0	1	1	NA	COG0447	GC_00003411	1	1	1	1
DNA topoisomerase IB (Top1) (PDB:1A31)	0	1	1	NA	COG3569	GC_00001945	1	1	1	1
Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	0	1	1	NA	COG0443	GC_00000099	1	1	1	1
ECF-type transporter transmembrane protein EcfT (EcfT) (PDB:4HZU)	0	1	1	NA	COG0619	GC_00002601, GC_00003082	1	1	1	1
ABC-type transport system involved in multi-copper enzyme maturation, permease component (NosY)	0	1	1	NA	COG1277	GC_00001221, GC_00001762	1	1	1	1
Serine/threonine protein kinase (SPS1) (PDB:6G4J)	0	1	1	NA	COG0515	GC_00002144, GC_00002567, GC_00003216	1	1	1	1
Uncharacterized conserved protein, UPF0303 family (PDB:4CLC)	0	1	1	NA	COG4702	GC_00000363	1	1	1	1
Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	0	1	1	NA	COG2226	GC_00000789, GC_00001694, GC_00001785, GC_00001827, GC_00002118, GC_00002211, GC_00002223, GC_00002739	1	1	1	1
16S rRNA G966 N2-methylase RsmD (RsmD) (PDB:2IFT)	0	1	1	NA	COG0742	GC_00002452	1	1	1	1
Translation initiation factor IF-3 (InfC) (PDB:2IFE)	0	1	1	NA	COG0290	GC_00002256	1	1	1	1
Homoserine O-acetyltransferase (MET2) (PDB:2VAT)	0	1	1	NA	COG2021	GC_00002447	1	1	1	1
Na+/proline symporter (PutP) (PDB:5NVA)	0	1	1	NA	COG0591	GC_00001849, GC_00002336, GC_00002494	1	1	1	1
2-keto-3-deoxy-6-phosphogluconate aldolase (Eda) (PDB:2V81)	0	1	1	NA	COG0800	GC_00001842	1	1	1	1
Zn-dependent glyoxalase, PhnB family (PhnB) (PDB:5KEF) (PUBMED:28034013)	0	1	1	NA	COG2764	GC_00000863, GC_00000915, GC_00001722	1	1	1	1
Tyrosyl-tRNA synthetase (TyrS) (PDB:4OUD)	0	1	1	NA	COG0162	GC_00002621	1	1	1	1
mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module (MazF) (PDB:2MF2)	0	1	1	NA	COG2337	GC_00000402	1	1	1	1
7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0)	0	1	1	NA	COG0156	GC_00001759, GC_00002955	1	1	1	1
Molybdopterin biosynthesis enzyme MoaB/MogA (MoaB) (PDB:1DI6) (PUBMED:32239579)	0	1	1	NA	COG0521	GC_00002158	1	1	1	1
Thioredoxin reductase (TrxB) (PDB:3FBS)	0	1	1	NA	COG0492	GC_00000125, GC_00003285	1	1	1	1
Predicted dehydrogenase (MviM) (PDB:3UUW)	0	1	1	NA	COG0673	GC_00000114, GC_00000256, GC_00000424, GC_00000839, GC_00000923, GC_00001071, GC_00001122, GC_00001150, GC_00001318, GC_00001386, GC_00001421, GC_00002245, GC_00002251, GC_00002254, GC_00002271, GC_00002352, GC_00002501, GC_00002568, GC_00002663, GC_00002685, GC_00002690, GC_00002884, GC_00002912, GC_00002996, GC_00003312, GC_00003388, GC_00003521, GC_00003720	1	1	1	1
Ribosome recycling factor (Frr) (PDB:1DD5)	0	1	1	NA	COG0233	GC_00000734	1	1	1	1
Na+/H+-dicarboxylate symporter (GltP) (PDB:1XFH)	0	1	1	NA	COG1301	GC_00001137, GC_00001566, GC_00001665, GC_00003129	1	1	1	1
GTP cyclohydrolase II (RibA) (PDB:2BZ0)	0	1	1	NA	COG0807	GC_00003464	1	1	1	1
ABC-type Mn2+/Zn2+ transport system, permease component (ZnuB)	0	1	1	NA	COG1108	GC_00001055, GC_00003855, GC_00003905, GC_00003930	1	1	1	1
DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS)	0	1	1	NA	COG1802	GC_00000427, GC_00000453, GC_00000902, GC_00001445, GC_00001509, GC_00002453, GC_00002648, GC_00002919, GC_00003281, GC_00003678	1	1	1	1
Ferredoxin (Fer) (PDB:1IQZ)	0	1	1	NA	COG1141	GC_00000763, GC_00000835	1	1	1	1
MoxR-like ATPase (MoxR) (PDB:2R44)	0	1	1	NA	COG0714	GC_00001230, GC_00001319, GC_00001593, GC_00002530	1	1	1	1
K+/H+ antiporter KhtSTU, c-di-AMP-binding regulatory subunit KhtT, contains RCK_C (TrkA_C) domain (KhtT) (PDB:4J90) (PUBMED:24330391;31061098)	0	1	1	NA	COG0490	GC_00001343	1	1	1	1
DNA-binding transcriptional regulator DnrI/AfsR/EmbR, SARP family, contains BTAD domain (DnrI) (PDB:2FEZ) (PUBMED:12625841)	0	1	1	NA	COG3629	GC_00001391, GC_00002085	1	1	1	1
6-phosphogluconate dehydrogenase (Gnd) (PDB:2ZYA) (PUBMED:25329577)	0	1	1	NA	COG0362	GC_00000188	1	1	1	1
Panthothenate kinase (CoaA) (PDB:2GA8)	0	1	1	NA	COG1072	GC_00001589	1	1	1	1
Uncharacterized protein STM3548, contains class I glutamine amidotransferase domain (PDB:2GK3) (PUBMED:17968677)	0	1	1	NA	COG5426	GC_00002641	1	1	1	1
Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986)	0	1	1	NA	COG4961	GC_00000494, GC_00001792, GC_00002008, GC_00002298, GC_00003640, GC_00004106	1	1	1	1
Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase) (Pcp) (PDB:1AUG)	0	1	1	NA	COG2039	GC_00001655	1	1	1	1
Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)	0	1	1	NA	COG0662	GC_00000710, GC_00002282	1	1	1	1
Cu2+-containing amine oxidase (TynA) (PDB:1A2V)	0	1	1	NA	COG3733	GC_00001795	1	1	1	1
HPt (histidine-containing phosphotransfer) domain (HPtr) (PDB:3IQT)	0	1	1	NA	COG2198	GC_00002150	1	1	1	1
Phosphoribosylaminoimidazole-succinocarboxamide synthase (PurC) (PDB:1A48)	0	1	1	NA	COG0152	GC_00000251	1	1	1	1
tRNA U38,U39,U40 pseudouridine synthase TruA (TruA) (PDB:1DJ0)	0	1	1	NA	COG0101	GC_00002006	1	1	1	1
ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	0	1	1	NA	COG1173	GC_00000218, GC_00001235, GC_00001743, GC_00003025, GC_00003254, GC_00004157	1	1	1	1
Hydrogenase/urease maturation factor HypB, Ni2+-binding GTPase (HypB) (PDB:2HF8) (PUBMED:24338018;23899293)	0	1	1	NA	COG0378	GC_00000766	1	1	1	1
Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase (NirD) (PDB:1FQT) (PUBMED:23844911)	0	1	1	NA	COG2146	GC_00000583, GC_00000650, GC_00001159	1	1	1	1
Na+/H+ antiporter NhaD or related arsenite permease (ArsB)	0	1	1	NA	COG1055	GC_00003163	1	1	1	1
c-di-AMP synthetase DisA, contains DisA_N, linker and DNA-binding domains (DisA) (PDB:3C1Y)	0	1	1	NA	COG1623	GC_00000794	1	1	1	1
5-deoxy-D-glucuronate isomerase (IolB) (PDB:2QJV)	0	1	1	NA	COG3718	GC_00000537, GC_00003730	1	1	1	1
Uncharacterized membrane protein YgaE, UPF0421/DUF939 family (YgaE)	0	1	1	NA	COG4129	GC_00000214, GC_00001816, GC_00003305	1	1	1	1
Uncharacterized protein, contains SRPBCC domain (PDB:3GGN)	0	1	1	NA	COG5637	GC_00000036, GC_00000084, GC_00003330	1	1	1	1
Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain (XkdP) (PDB:5FIM) (PUBMED:27112601)	0	1	1	NA	COG1652	GC_00002371	1	1	1	1
Undecaprenyl pyrophosphate phosphatase (UppP) (PDB:5OON)	0	1	1	NA	COG1968	GC_00002880, GC_00003470	1	1	1	1
Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain (YqiK) (PDB:1WIN)	0	1	1	NA	COG2268	GC_00001715	1	1	1	1
Transketolase (TktA) (PDB:1AY0)	0	1	1	NA	COG0021	GC_00000349, GC_00002985	1	1	1	1
Uncharacterized membrane protein YccC (YccC)	0	1	1	NA	COG1289	GC_00001211, GC_00002666	1	1	1	1
Uncharacterized conserved protein YeaO, DUF488 family (YeaO)	0	1	1	NA	COG3189	GC_00000203	1	1	1	1
Glutamate N-acetyltransferase (ornithine transacetylase) (ArgJ) (PDB:1VRA)	0	1	1	NA	COG1364	GC_00002718	1	1	1	1
Glucose-6-phosphate dehydrogenase assembly protein OpcA, contains a peptidoglycan-binding domain (OpcA)	0	1	1	NA	COG3429	GC_00000724	1	1	1	1
NAD dependent epimerase/dehydratase family enzyme (YfcH) (PDB:4B4O)	0	1	1	NA	COG1090	GC_00001515	1	1	1	1
Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)!!!Uncharacterized conserved protein	0	1	1	NA	COG1061!!!COG4951	GC_00002186	1	1	1	1
Dolichyl-phosphate-mannose--protein O-mannosyl transferase (PMT1) (PDB:1N4K)	0	1	1	NA	COG1928	GC_00002293	1	1	1	1
Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain (YabN)	0	1	1	NA	COG3956	GC_00003242	1	1	1	1
ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component (TauA) (PDB:2X26)	0	1	1	NA	COG0715	GC_00001569, GC_00003096, GC_00003701, GC_00003975	1	1	1	1
ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)	0	1	1	NA	COG4591	GC_00001004, GC_00002381, GC_00002710	1	1	1	1
Lysylphosphatidylglycerol synthetase MprF, lysyl-tRNA-binding C-terminal domain (MprF2) (PDB:5VRV) (PUBMED:14702396;30563904)	0	1	1	NA	COG2898	GC_00001696, GC_00002255	1	1	1	1
Zn-dependent metalloprotease (Neutral protease B) (LasB) (PDB:3NQY)	0	1	1	NA	COG3227	GC_00000637	1	1	1	1
Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family (PpnN) (PDB:2PMB) (PUBMED:25728768;27941785;31023582;31420341)	0	1	1	NA	COG1611	GC_00001678, GC_00003050	1	1	1	1
Threonine aldolase (GLY1) (PDB:4LNJ)	0	1	1	NA	COG2008	GC_00000394	1	1	1	1
Alpha-galactosidase (GalA) (PDB:2XN0)	0	1	1	NA	COG3345	GC_00002918	1	1	1	1
Ribosomal protein S15P/S13E (RpsO) (PDB:4V4H)	0	1	1	NA	COG0184	GC_00000786	1	1	1	1
Predicted metalloendopeptidase (PepO) (PDB:1DMT)	0	1	1	NA	COG3590	GC_00001843	1	1	1	1
Glutamine synthetase (GlnA) (PDB:1F1H)	0	1	1	NA	COG0174	GC_00000566, GC_00002824, GC_00003130	1	1	1	1
ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	0	1	1	NA	COG0444	GC_00000795, GC_00002357	1	1	1	1
Ketosteroid isomerase-related protein (YesE) (PDB:1Z1S)	0	1	1	NA	COG3631	GC_00001462	1	1	1	1
Uncharacterized membrane protein YhaH, DUF805 family (yhaH)	0	1	1	NA	COG3152	GC_00002367, GC_00002754	1	1	1	1
Predicted endonuclease distantly related to archaeal Holliday junction resolvase, YraN/UPF0102 family (YraN) (PDB:3FOV)	0	1	1	NA	COG0792	GC_00003077	1	1	1	1
Tryptophanyl-tRNA synthetase (TrpS) (PDB:3N9I)	0	1	1	NA	COG0180	GC_00003056	1	1	1	1
Nitroreductase (NfnB) (PDB:1F5V)	0	1	1	NA	COG0778	GC_00000364, GC_00003585	1	1	1	1
Formamidopyrimidine-DNA glycosylase (Nei) (PDB:1EE8)	0	1	1	NA	COG0266	GC_00001918, GC_00002147, GC_00002804, GC_00002992, GC_00003522	1	1	1	1
Transcription antitermination protein NusB (NusB) (PDB:1EY1) (PUBMED:21652641)	0	1	1	NA	COG0781	GC_00001681	1	1	1	1
Succinate-acetate transporter SatP (SatP) (PDB:5YS3) (PUBMED:23844911)	0	1	1	NA	COG1584	GC_00003223	1	1	1	1
Lipoate synthase (LipA) (PDB:4U0O) (PUBMED:27941785)	0	1	1	NA	COG0320	GC_00000014	1	1	1	1
Anthranilate/para-aminobenzoate synthases component I (TrpE) (PDB:1I1Q)!!!Uridine kinase (Udk) (PDB:5B3F)	0	1	1	NA	COG0147!!!COG0572	GC_00003582	1	1	1	1
tmRNA-binding protein (SmpB) (PDB:1J1H) (PUBMED:26251518)	0	1	1	NA	COG0691	GC_00002163	1	1	1	1
6-phosphofructokinase (PfkA) (PDB:1KZH)	0	1	1	NA	COG0205	GC_00000846	1	1	1	1
Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain (PurL2) (PDB:1T3T)	0	1	1	NA	COG0047	GC_00003455	1	1	1	1
Predicted RNA-binding protein Jag (SpoIIIJ-associated), conains KH and R3H domains (Jag) (PDB:3GKU)	0	1	1	NA	COG1847	GC_00001884	1	1	1	1
Predicted amidohydrolase YtcJ (YtcJ) (PDB:3ICJ)	0	1	1	NA	COG1574	GC_00002350, GC_00003327, GC_00003781	1	1	1	1
tRNA A37 threonylcarbamoyladenosine modification protein TsaB (TsaB) (PDB:1OKJ)	0	1	1	NA	COG1214	GC_00000385	1	1	1	1
tRNA A37 N6-isopentenylltransferase MiaA (MiaA) (PDB:2ZM5)	0	1	1	NA	COG0324	GC_00001269	1	1	1	1
Spore germination protein GerM (GerM) (PDB:6GZB)	0	1	1	NA	COG5401	GC_00003269, GC_00003444	1	1	1	1
Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)	0	1	1	NA	COG0508	GC_00000227, GC_00002574, GC_00002732, GC_00002956, GC_00003128, GC_00003847	1	1	1	1
